   52.5000
      8193       129       129    1.9337    2.5172    4.9817
      8194       129       129    7.0733    9.8666    2.6856
      8195       129       129    5.2778    6.1620    7.5620
      8196       129       129    2.7913    6.3449    0.6442
      8197       129       129    3.5154    9.5443    7.4890
      8198       129       129    3.2325    0.7791    6.4303
      8199       129       129    6.3649    9.2723    4.7959
      8200       129       129    9.0308    1.5681    5.6030
      8201       129       129    5.2071    2.1574    1.8105
      8202       129       129    6.2989    9.2630    0.7052
      8203       129       129    7.2650    3.1360    1.8276
      8204       129       129    3.2996    5.8888    0.5815
      8205       129       129    0.6983    9.8701    8.1632
      8206       129       129    9.7317    4.6923    8.5199
      8207       129       129    0.2016    0.0636    4.9163
      8208       129       129    4.8623    8.7036    3.1547
      8209       129       129    8.2089    7.0091    3.2689
      8210       129       129    9.8671    9.9875    7.3469
      8211       129       129    8.8963    6.5652    7.6834
      8212       129       129    8.3330    4.5451    3.4643
      8213       129       129    9.6107    1.6432    2.8363
      8214       129       129    3.5518    9.5770    5.9782
      8215       129       129    2.5224    8.6041    8.8638
      8216       129       129    7.0238    4.0857    3.4568
      8217       129       129    5.8866    0.4901    2.4942
      8218       129       129    1.6517    3.1416    2.8063
      8219       129       129    7.7940    4.5392    4.0934
      8220       129       129    0.9553    7.9686    5.4054
      8221       129       129    7.8375    5.1934    1.4026
      8222       129       129    9.7869    1.6633    6.8931
      8223       129       129    9.3289    6.3988    3.7131
      8224       129       129    5.7972    9.6322    1.9095
      8225       129       129    6.6869    0.9064    6.3634
      8226       129       129    3.3412    7.0271    6.9698
      8227       129       129    7.8004    4.4457    7.7481
      8228       129       129    5.8699    9.1284    4.4582
      8229       129       129    3.4366    0.1511    9.6826
      8230       129       129    5.8998    0.5117    9.6210
      8231       129       129    1.8409    6.2582    1.0503
      8232       129       129    2.4286    2.4069    4.7259
      8233       129       129    8.2523    0.7179    4.7978
      8234       129       129    9.9425    2.7156    6.8771
      8235       129       129    9.6065    2.3309    6.7818
      8236       129       129    9.9899    4.9140    9.2596
      8237       129       129    3.6225    1.2884    9.3783
      8238       129       129    0.3991    0.8272    8.8375
      8239       129       129    7.4778    3.3378    1.2113
      8240       129       129    4.4178    4.0661    4.6810
      8241       129       129    1.8488    5.3839    6.9683
      8242       129       129    3.4368    1.3680    8.1319
      8243       129       129    6.6645    6.0497    5.6041
      8244       129       129    3.4087    2.9773    9.2707
      8245       129       129    2.1338    6.9817    3.0739
      8246       129       129    2.1063    6.7723    3.7834
      8247       129       129    8.4955    5.2311    5.9235
      8248       129       129    6.4886    1.9137    0.9688
      8249       129       129    8.1297    2.8682    6.2137
      8250       129       129    8.6882    2.0857    7.4699
      8251       129       129    0.2681    6.2688    8.5041
      8252       129       129    2.5229    8.3888    3.6570
      8253       129       129    4.6389    6.1160    5.9484
      8254       129       129    8.9588    8.4935    6.7897
      8255       129       129    7.1003    6.9541    3.3357
      8256       129       129    5.7540    8.2410    8.4481
      8257       129       129    0.9363    1.0413    6.5768
      8258       129       129    2.1623    6.7022    6.8313
      8259       129       129    2.7145    7.6709    6.4004
      8260       129       129    8.1393    0.0381    9.7731
      8261       129       129    2.1497    3.6755    2.7306
      8262       129       129    4.8204    2.8396    5.1724
      8263       129       129    2.3113    1.0120    0.0800
      8264       129       129    1.9672    7.4545    5.0815
      8265       129       129    3.7111    6.6513    4.3668
      8266       129       129    0.0720    0.4458    7.8310
      8267       129       129    6.4860    3.0721    5.8182
      8268       129       129    3.4030    1.3766    8.8069
      8269       129       129    3.3401    0.1221    2.7603
      8270       129       129    3.2976    0.7247    7.6785
      8271       129       129    6.3519    7.3965    6.3953
      8272       129       129    8.8434    8.5252    2.3992
      8273       129       129    7.2168    8.5029    8.1486
      8274       129       129    1.7259    2.5988    6.1395
      8275       129       129    9.7663    8.6038    5.3690
      8276       129       129    0.1699    5.6595    4.6133
      8277       129       129    3.4208    2.8846    2.9521
      8278       129       129    7.9238    9.2294    6.1332
      8279       129       129    3.1704    3.9961    3.7266
      8280       129       129    3.2608    4.7812    5.4304
      8281       129       129    9.8454    5.1403    5.8440
      8282       129       129    0.4101    3.0066    8.3837
      8283       129       129    5.3152    6.0199    4.8749
      8284       129       129    6.6694    5.2684    3.0032
      8285       129       129    8.5952    2.3011    0.0892
      8286       129       129    2.8359    8.8068    4.6716
      8287       129       129    8.9597    3.8923    4.5642
      8288       129       129    2.3515    5.4963    2.4332
      8289       129       129    8.9491    9.0328    1.0417
      8290       129       129    0.6188    2.2167    2.7042
      8291       129       129    1.5836    7.7031    9.5839
      8292       129       129    4.8252    9.5014    5.2936
      8293       129       129    5.2980    8.5086    5.2276
      8294       129       129    0.5027    7.3633    0.9483
      8295       129       129    3.6982    7.0285    9.3190
      8296       129       129    0.4479    2.5753    6.5892
      8297       129       129    0.8667    1.8888    4.8758
      8298       129       129    0.0239    1.6590    1.5739
      8299       129       129    1.5780    7.4758    7.7083
      8300       129       129    1.6030    6.5338    9.2506
      8301       129       129    9.9752    7.9404    7.3472
      8302       129       129    7.7716    6.1755    4.1147
      8303       129       129    6.1228    4.0121    4.2207
      8304       129       129    6.1337    0.3396    2.0750
      8305       129       129    5.5371    8.5946    6.5252
      8306       129       129    3.9925    1.5352    3.0064
      8307       129       129    8.0727    2.3648    4.8784
      8308       129       129    6.0734    2.6279    5.1702
      8309       129       129    1.5975    1.2220    1.1693
      8310       129       129    9.2074    6.1438    7.4816
      8311       129       129    3.3390    3.4655    1.1018
      8312       129       129    5.0956    3.4725    2.8113
      8313       129       129    9.5177    6.1971    6.1302
      8314       129       129    2.0845    4.3649    4.0921
      8315       129       129    6.9067    4.2638    1.9305
      8316       129       129    1.2408    1.2351    4.5560
      8317       129       129    1.6549    4.4148    4.5995
      8318       129       129    2.8229    6.0658    4.4277
      8319       129       129    6.0137    8.2388    7.3469
      8320       129       129    2.6913    5.4174    5.5525
      8321       129       129    3.0997    2.1503    1.0502
      8322       129       129    1.8751    2.7939    0.9107
      8323       129       129    2.6314    1.5547    6.3671
      8324       129       129    3.1756    2.6573    3.0148
      8325       129       129    3.1430    6.1730    5.9682
      8326       129       129    4.4406    6.2847    3.4006
      8327       129       129    9.7770    3.6825    5.2110
      8328       129       129    8.5852    8.1382    0.3199
      8329       129       129    9.2127    4.4946    0.3390
      8330       129       129    2.5833    1.0926    4.8335
      8331       129       129    0.1570    4.1328    1.4398
      8332       129       129    7.5713    5.9528    6.4983
      8333       129       129    8.4132    2.2663    4.8914
      8334       129       129    2.9808    5.0194    3.8315
      8335       129       129    9.8105    1.3129    2.6267
      8336       129       129    6.2670    2.5571    0.6071
      8337       129       129    5.5605    4.6408    3.0198
      8338       129       129    3.9767    0.5670    6.2808
      8339       129       129    2.0250    6.1758    8.2571
      8340       129       129    6.8704    5.6615    0.4585
      8341       129       129    8.4999    8.9479    8.2106
      8342       129       129    7.3321    7.6754    3.2100
      8343       129       129    5.1260    1.5809    5.4848
      8344       129       129    2.6794    4.6365    0.8675
      8345       129       129    9.5439    2.3695    9.6143
      8346       129       129    9.7109    2.1917    8.4041
      8347       129       129    3.3145    9.4261    1.9047
      8348       129       129    5.8821    8.9984    3.8497
      8349       129       129    7.1506    8.1259    0.3992
      8350       129       129    5.9532    0.6689    4.8455
      8351       129       129    1.3291    6.0485    9.7038
      8352       129       129    8.0357    8.2334    8.1912
      8353       129       129    3.9430    1.3152    1.6543
      8354       129       129    9.1380    0.2282    1.9187
      8355       129       129    7.0448    3.4269    2.1072
      8356       129       129    3.0440    4.3605    1.6915
      8357       129       129    9.4845    8.4930    1.2820
      8358       129       129    9.8271    1.7768    6.2751
      8359       129       129    1.0023    3.5365    4.7089
      8360       129       129    4.0551    1.1755    9.6434
      8361       129       129    2.2579    1.8011    3.9769
      8362       129       129    3.0968    6.7939    9.5234
      8363       129       129    9.5174    6.2150    4.7268
      8364       129       129    0.0810    5.3787    7.2977
      8365       129       129    9.6125    5.1703    7.1955
      8366       129       129    3.2042    8.9028    6.1038
      8367       129       129    6.8386    4.4393    0.2333
      8368       129       129    1.0978    3.1017    5.0037
      8369       129       129    2.6746    9.5796    1.4426
      8370       129       129    2.5452    7.7802    5.5830
      8371       129       129    7.8323    6.4927    1.8656
      8372       129       129    5.5067    6.9028    6.5988
      8373       129       129    5.2771    5.4127    8.2692
      8374       129       129    5.5248    4.9647    5.3331
      8375       129       129    3.0180    9.1104    0.0934
      8376       129       129    3.5212    9.3693    1.6871
      8377       129       129    5.7376    6.2815    8.3506
      8378       129       129    7.0320    4.3672    8.9476
      8379       129       129    0.4935    1.8505    8.9405
      8380       129       129    1.8954    1.5401    1.5368
      8381       129       129    7.0636    6.0288    4.5235
      8382       129       129    9.6082    6.6558    3.6870
      8383       129       129    7.9375    1.2546    7.8807
      8384       129       129    9.4287    8.9660    0.5685
      8385       129       129    9.7101    9.5404    6.3637
      8386       129       129    1.5444    6.2918    2.6646
      8387       129       129    5.8054    6.8962    8.0413
      8388       129       129    8.2760    6.5534    9.5053
      8389       129       129    4.1349    4.5135    6.1254
      8390       129       129    7.0973    8.4582    9.0143
      8391       129       129    2.5847    3.7214    5.0233
      8392       129       129    1.3976    8.6267    0.2493
      8393       129       129    1.4089    9.9796    3.1177
      8394       129       129    1.1311    3.0690    6.9943
      8395       129       129    0.8678    3.7755    1.1687
      8396       129       129    4.1508    6.6889    7.1339
      8397       129       129    3.7802    2.2537    0.1294
      8398       129       129    3.0357    0.6601    9.1801
      8399       129       129    0.6359    7.2206    6.1138
      8400       129       129    0.5682    3.8979    9.3868
      8401       129       129    0.2724    6.6161    9.1280
      8402       129       129    7.3243    9.8221    3.4782
      8403       129       129    0.9256    0.7735    3.8469
      8404       129       129    9.1783    7.8561    8.5684
      8405       129       129    7.2390    4.4543    6.0526
      8406       129       129    2.8801    1.7199    3.0230
      8407       129       129    5.2200    2.7153    0.5547
      8408       129       129    0.1341    9.4812    3.8484
      8409       129       129    6.4464    4.2255    5.6039
      8410       129       129    7.1451    3.4120    5.8408
      8411       129       129    9.4216    6.2864    6.0036
      8412       129       129    4.5989    8.6343    1.6299
      8413       129       129    0.5132    9.5007    9.5146
      8414       129       129    9.0057    6.9934    5.1454
      8415       129       129    5.4832    4.4557    7.8944
      8416       129       129    1.2846    9.6263    3.6022
      8417       129       129    4.3862    1.8227    1.3893
      8418       129       129    8.3465    0.9064    3.7485
      8419       129       129    4.9967    7.7955    8.4786
      8420       129       129    3.9813    2.4474    4.0045
      8421       129       129    3.9910    2.9332    0.9404
      8422       129       129    3.2712    1.8451    9.4951
      8423       129       129    6.7084    1.0502    6.4651
      8424       129       129    6.8346    5.8401    1.2611
      8425       129       129    9.7304    4.5497    8.2914
      8426       129       129    8.3190    3.6007    3.4807
      8427       129       129    2.5173    1.0484    6.1079
      8428       129       129    5.9509    9.2737    7.0204
      8429       129       129    6.9045    1.2984    0.1681
      8430       129       129    3.1606    0.1666    0.6307
      8431       129       129    1.7125    6.8171    5.9815
      8432       129       129    2.1919    9.1790    3.3391
      8433       129       129    2.3556    3.5050    1.1949
      8434       129       129    7.5285    2.7669    4.1769
      8435       129       129    0.8655    3.9097    1.6449
      8436       129       129    9.7570    9.5561    6.8168
      8437       129       129    4.6254    8.9285    0.6386
      8438       129       129    2.7631    6.9902    0.4026
      8439       129       129    9.3931    7.4279    9.5429
      8440       129       129    5.7304    9.5981    2.6640
      8441       129       129    2.3158    5.5086    8.1391
      8442       129       129    0.9465    9.4339    3.1717
      8443       129       129    5.0139    8.3564    6.3897
      8444       129       129    0.6943    7.9833    1.8943
      8445       129       129    3.7571    9.6802    5.1775
      8446       129       129    1.9837    3.5838    6.0835
      8447       129       129    3.6538    9.2734    3.2693
      8448       129       129    3.8048    5.4232    4.8044
      8449       129       129    1.3004    6.4716    4.8552
      8450       129       129    7.5768    4.9628    2.6331
      8451       129       129    6.7037    3.1661    8.2469
      8452       129       129    8.0070    6.2525    7.6902
      8453       129       129    8.4868    9.0335    2.4515
      8454       129       129    6.9976    8.1010    0.9081
      8455       129       129    6.2049    4.8562    9.2237
      8456       129       129    7.0945    6.8923    4.9660
      8457       129       129    8.4332    5.1671    9.7035
      8458       129       129    7.5109    8.3611    9.6836
      8459       129       129    9.8472    5.7246    6.0013
      8460       129       129    8.6517    6.6848    6.6527
      8461       129       129    8.8217    3.8196    8.7735
      8462       129       129    2.0441    4.3395    8.1352
      8463       129       129    3.8081    5.2167    3.4022
      8464       129       129    6.6922    3.6238    2.2749
      8465       129       129    6.6309    8.1794    3.4859
      8466       129       129    2.0566    0.4302    1.6007
      8467       129       129    4.2980    0.6744    7.6237
      8468       129       129    0.6416    1.9870    7.7259
      8469       129       129    0.6695    2.1039    5.2430
      8470       129       129    3.8093    3.3854    1.8209
      8471       129       129    1.2392    2.7041    9.9691
      8472       129       129    9.7332    4.0662    0.9007
      8473       129       129    0.6065    1.0473    5.6595
      8474       129       129    5.7718    4.4028    8.5890
      8475       129       129    6.1072    8.4640    5.9927
